,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
414,,,,,,,,,,,,,1.883422,,,,,,,,,,,,,ab63ae5d-66c8-45df-a7de-8ed5e29f5199,1413,,"[75.0, 3.0]",18244,32,,,0.058755822,,,Left Foot,,,,"[109.0, 5.0]",,Ground Pass,34.058773,,Francisco Román Alarcón Suárez,4926.0,,,,1,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,76,Real Madrid,220,['c7eaa965-398b-4ccf-b650-9632b918c7e9'],15,,,,,,,,,,,,,,,,Real Madrid,220,00:32:15.066,Pass,
415,,,,,,,,,,,,,1.6718,,,,,,,,,,,,,f6b26b31-771b-48eb-8d00-01a6d9bd1d6d,1416,,"[115.0, 12.0]",18244,32,,,1.6588037,7d9938d4-a094-4d47-b6dd-14326ac1cd48,,Left Foot,True,,,"[112.0, 46.0]",,High Pass,34.132095,,Cristiano Ronaldo dos Santos Aveiro,5207.0,True,,,1,From Free Kick,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,76,Real Madrid,220,['3970ccb3-494b-4388-9658-eee8ccddf931'],18,,,,,,,,,,,,,,,,Real Madrid,220,00:32:18.462,Pass,
416,,,,,,,,,,,,,0.84059,,,,,,,,,,,,,13db92dc-b8a5-4c96-b828-9f03e808b37e,1422,,"[11.0, 57.0]",18244,32,,,-0.87605804,,,Right Foot,,,,"[16.0, 51.0]",,Ground Pass,7.81025,,Miralem Pjanić,6947.0,,,,1,From Free Kick,Andrea Barzagli,6943.0,Right Back,76,Real Madrid,220,['fa7137ae-5cee-46b1-8144-c2f5dbd03406'],22,,,,,,,,,,,,,,,,Juventus,224,00:32:22.854,Pass,
417,,,,,,,,,,,,,1.256853,,,,,,,,,,,,,8a3247cd-5fa0-4a3b-9a5b-bfa11b4ab94d,1426,,"[41.0, 54.0]",18244,32,,,0.08673834,,,Left Foot,,,,"[64.0, 56.0]",,Ground Pass,23.086792,Incomplete,Gonzalo Gerardo Higuaín,5497.0,,,,1,From Free Kick,Miralem Pjanić,6947.0,Right Defensive Midfield,76,Real Madrid,220,"['0542ee88-35ca-40e8-9475-a752bd981e5d', '99107437-082f-410d-9689-96f6aab58f17']",27,,,,,,,,,,,,,,,,Juventus,224,00:32:27.738,Pass,
418,,,,,,,,,,,,,0.814655,,,,,,,,,,,,,775a2361-bdba-423b-9f9a-61d1706ef4f8,1430,,"[56.0, 26.0]",18244,32,,,-0.63274884,,,Right Foot,,,,"[71.0, 15.0]",,Ground Pass,18.601076,,Marcelo Vieira da Silva Júnior,5552.0,,,,1,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,76,Real Madrid,220,['fdf44f32-bc93-48fc-a8a8-29b9d4556fd2'],29,,,,,,,,,,,,,,,,Real Madrid,220,00:32:29.798,Pass,
419,,,,,,,,,,,,,0.738085,,,,,,,,,,,,,efd25c60-c250-42b3-96a7-ce1eafe18931,1433,,"[77.0, 14.0]",18244,32,,,0.7022569,,,Left Foot,,,,"[90.0, 25.0]",,Ground Pass,17.029387,,Francisco Román Alarcón Suárez,4926.0,,,,1,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,76,Real Madrid,220,['c96b0358-8248-4519-a245-b96b76358dec'],32,,,,,,,,,,,,,,,,Real Madrid,220,00:32:32.384,Pass,
420,,,,,,,,,,,,,1.002934,,,,,,,,,,,,,da542a3d-fa06-4171-ae7f-e1db7ef4e056,1436,,"[90.0, 25.0]",18244,32,,,1.4464413,,,Right Foot,,,,"[91.0, 33.0]",,Low Pass,8.062258,,Karim Benzema,19677.0,,,,1,From Free Kick,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,76,Real Madrid,220,['42ab3a03-ebde-4693-b9bb-8b22a4181cb9'],33,,,,,,,,,,,,,,,,Real Madrid,220,00:32:33.398,Pass,
421,,,,,,,,,,,,,0.909032,,,,,,,,,,,,,05d80518-988a-4fb1-9fce-b1a9f64b4cd2,1440,,"[90.0, 33.0]",18244,32,,,-2.3561945,,,Right Foot,,,,"[83.0, 26.0]",,Ground Pass,9.899495,,Toni Kroos,5574.0,,,,1,From Free Kick,Karim Benzema,19677.0,Right Center Forward,76,Real Madrid,220,['e332f113-1061-47e2-8603-fb6605f9853d'],35,,,,,,,,,,,,,,,,Real Madrid,220,00:32:35.094,Pass,
422,,,,,,,,,,,,,1.2342,,,,,,,,,,,,,34f2a120-8596-4f0b-9571-9d7fd39fc615,1443,,"[83.0, 26.0]",18244,32,,,1.801887,,,Right Foot,,,,"[79.0, 43.0]",,Ground Pass,17.464249,,Luka Modrić,5463.0,,,,1,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,76,Real Madrid,220,['619e0dd0-ac42-4e63-95a5-8d8e3e1cf3f8'],36,,,,,,,,,,,,,,,,Real Madrid,220,00:32:36.123,Pass,
423,,,,,,,,,,,,,0.410186,,,,,,,,,,,,,38c01285-6031-42c8-b09e-fdaeb9bd9c6b,1446,,"[78.0, 46.0]",18244,32,,,0.5585993,,,Right Foot,,,,"[86.0, 51.0]",,Ground Pass,9.433981,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,1,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,76,Real Madrid,220,['611a9378-7fad-4cae-950a-13d7703db6a6'],38,,,,,,,,,,,,,,,,Real Madrid,220,00:32:38.593,Pass,
424,,,,,,,,,,,,,1.468217,,,,,,,,,,,,,7b945e82-0107-41da-abc0-169e2378428c,1450,,"[29.0, 37.0]",18244,32,,,-1.7033478,,,Right Foot,,,,"[27.0, 22.0]",,Ground Pass,15.132746,,Alex Sandro Lobo Silva,6945.0,,,Recovery,1,Regular Play,Miralem Pjanić,6947.0,Right Defensive Midfield,77,Juventus,224,['043739ed-f377-41e0-af13-2ee090c17245'],41,,,,,,,,,,,,,,,,Juventus,224,00:32:41.277,Pass,
425,,,,,,,,,,,,,1.31743,,,,,,,,,,,,,25c141c9-5118-486e-8aec-af03ee4f3a1b,1454,,"[50.0, 10.0]",18244,32,,,1.7782925,,,Left Foot,,,,"[46.0, 29.0]",,Ground Pass,19.416489,,Miralem Pjanić,6947.0,,,,1,Regular Play,Alex Sandro Lobo Silva,6945.0,Left Back,77,Juventus,224,['2b17860b-d8f3-4587-b9cc-c012fc9d3324'],50,,,,,,,,,,,,,,,,Juventus,224,00:32:50.763,Pass,
426,,,,,,,,,,,,,0.984379,,,,,,,,,,,,,cf332e4d-32c1-478e-a17f-f39b7265830d,1457,,"[46.0, 29.0]",18244,32,,,0.4636476,,,Right Foot,,,,"[58.0, 35.0]",,Ground Pass,13.416408,,Mario Mandžukić,5472.0,,,,1,Regular Play,Miralem Pjanić,6947.0,Right Defensive Midfield,77,Juventus,224,['6ae1380d-74c4-4754-bc91-274e75adc4c4'],52,,,,,,,,,,,,,,,,Juventus,224,00:32:52.286,Pass,
427,,,,,,,,,,,,,1.092454,,,,,,,,,,,,,5e139a82-236d-4b7a-b10a-b14d5b9ad262,1461,,"[58.0, 34.0]",18244,32,,,1.8622531,,,Left Foot,,,,"[55.0, 44.0]",,Ground Pass,10.440307,,Daniel Alves da Silva,4324.0,,,,1,Regular Play,Mario Mandžukić,5472.0,Left Wing,77,Juventus,224,['2f046406-75c4-4f1c-9b96-d6deb6e14cd8'],53,,,,,,,,,,,,,,,,Juventus,224,00:32:53.390,Pass,
428,,,,,,,,,,,,,2.276227,,,,,,,,,,,,,71309433-d34d-4b4e-84ac-c5a4492f06f3,1464,,"[55.0, 44.0]",18244,32,,,1.2277724,,,Right Foot,,,,"[65.0, 72.0]",,Ground Pass,29.732138,,Andrea Barzagli,6943.0,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Wing,77,Juventus,224,['798c6759-c84a-43a1-8f06-268c0dbed214'],55,,,,,,,,,,,,,,,,Juventus,224,00:32:55.650,Pass,
429,,,,,,,,,,,,,1.250625,,,,,,,,,,,,,aba9ef0e-f21a-451b-96b2-81bc079d7f48,1467,,"[70.0, 71.0]",18244,32,,,0.7853982,,,Right Foot,,,,"[74.0, 75.0]",,Ground Pass,5.656854,,Paulo Bruno Exequiel Dybala,5743.0,,,,1,Regular Play,Andrea Barzagli,6943.0,Right Back,77,Juventus,224,['1de27af5-796a-4135-8fc7-f8e9432311f8'],58,,,,,,,,,,,,,,,,Juventus,224,00:32:58.608,Pass,
430,,,,,,,,,,,,,1.116374,,,,,,,,,,,,,724eae42-6729-4adc-ac66-a22605311038,1470,,"[74.0, 75.0]",18244,33,,,-1.815775,,,Left Foot,,,,"[71.0, 63.0]",,Ground Pass,12.369317,,Daniel Alves da Silva,4324.0,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Center Attacking Midfield,77,Juventus,224,['dfa029c7-f6ce-4cfc-9c29-c8c8194ff029'],0,,,,,,,,,,,,,,,,Juventus,224,00:33:00.508,Pass,
431,,,,,,,,,,,,,0.487933,,,,,,,,,,,,,ea73e727-a058-4ca4-96ba-959d27747843,1473,,"[72.0, 61.0]",18244,33,,,0.16514868,,,Right Foot,,,,"[78.0, 62.0]",,Ground Pass,6.0827627,,Paulo Bruno Exequiel Dybala,5743.0,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Wing,77,Juventus,224,['b96c0595-dd6f-4c7a-ba0b-d84379e9dff2'],3,,,,,,,,,,,,,,,,Juventus,224,00:33:03.370,Pass,
432,,,,,,,,,,,,,1.719597,,,,,,,,,,,,,15327920-dd32-4fd3-8501-f34794d2604c,1484,,"[71.0, 51.0]",18244,34,,,-1.7539071,,,Right Foot,,,,"[66.0, 24.0]",,Ground Pass,27.45906,,Alex Sandro Lobo Silva,6945.0,,,Recovery,1,From Free Kick,Andrea Barzagli,6943.0,Right Back,78,Juventus,224,['7fa00408-d478-41eb-a31c-87bc4a42a8ba'],8,,,,,,,,,,,,,,,,Juventus,224,00:34:08.054,Pass,
433,,,,,,,,,,,,,3.8876,,,,,,,,,,,,,3c7f5402-2272-4011-a94c-899405aa5113,1487,,"[65.0, 24.0]",18244,34,,,-0.4636476,,,Left Foot,,,,"[111.0, 1.0]",,Ground Pass,51.42956,Out,Leonardo Bonucci,7173.0,,,,1,From Free Kick,Alex Sandro Lobo Silva,6945.0,Left Back,78,Juventus,224,['41712689-3d7e-45b8-b1d7-2abf20a6a59e'],11,,,,,,,,,,,,,,,,Juventus,224,00:34:11.037,Pass,
434,,,,,,,,,,,,,0.954321,,,,,,,,,,,,,a30f07fa-2225-421c-9cca-20c6f3a8d21b,1490,,"[14.0, 80.0]",18244,34,,,-0.7853982,,,,,,,"[22.0, 72.0]",,Low Pass,11.313708,,Carlos Henrique Casimiro,5539.0,,,Throw-in,1,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,79,Real Madrid,220,['cb22eb8c-731a-4fcb-b660-5f23d2081548'],34,,,,,,,,,,,,,,,,Real Madrid,220,00:34:34.477,Pass,
435,,,,,,,,,,,,,1.187219,,,,,,,,,,,,,5f705ae6-78bc-4b3f-beb7-3b9beacf2a7c,1493,,"[22.0, 72.0]",18244,34,,,2.5829933,,,Right Foot,,,,"[14.0, 77.0]",,Low Pass,9.433981,,Daniel Carvajal Ramos,5721.0,,,,1,From Throw In,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,79,Real Madrid,220,['c28c72d6-582a-4c5f-a53a-05384a19e6af'],35,,,,,,,,,,,,,,,,Real Madrid,220,00:34:35.716,Pass,
436,,,,,,,,,,,,,3.533399,,,,,,,,,,,,,669e9004-9ba7-4274-8fdd-28311ef14196,1496,,"[15.0, 76.0]",18244,34,,,-0.26625204,,,Right Foot,,,,"[59.0, 64.0]",,High Pass,45.607018,Incomplete,,,,,,1,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,79,Real Madrid,220,['e15c42a7-f654-45ef-95d7-df92cd362b00'],37,,,,,,,,,,,,,,,,Real Madrid,220,00:34:37.000,Pass,
437,,,,,,,,,,,,,3.322701,,,,,,,,,,,,,e15c42a7-f654-45ef-95d7-df92cd362b00,1497,,"[62.0, 17.0]",18244,34,,,-0.35877067,,,Left Foot,,,,"[78.0, 11.0]",,High Pass,17.088007,,Mario Mandžukić,5472.0,,,Recovery,1,From Counter,Leonardo Bonucci,7173.0,Right Center Back,80,Juventus,224,"['3f9b59d7-e2e6-4336-a002-0eefc1563021', '669e9004-9ba7-4274-8fdd-28311ef14196']",40,,,,,,,,,,,,,,,,Juventus,224,00:34:40.533,Pass,
438,,,,,,,,,,,,,0.761901,,,,,,,,,,,,,95546efa-7616-4d3d-bea6-6cffdd083408,1499,,"[78.0, 11.0]",18244,34,,,0.35877067,,,Head,,,,"[86.0, 14.0]",,Low Pass,8.5440035,,Gonzalo Gerardo Higuaín,5497.0,,,,1,From Counter,Mario Mandžukić,5472.0,Left Wing,80,Juventus,224,['5dcf5dfd-607e-4d44-82fa-fed3fa19524e'],43,,,,,,,,,,,,,,,,Juventus,224,00:34:43.896,Pass,
439,,,,,,,,,,,,,1.167101,,,,,,,,,,,,,0d82aee2-d31a-4feb-a39c-13cfb96c4059,1501,,"[86.0, 14.0]",18244,34,,,1.6951513,,,Head,,,,"[85.0, 22.0]",,Low Pass,8.062258,Incomplete,Paulo Bruno Exequiel Dybala,5743.0,,,,1,From Counter,Gonzalo Gerardo Higuaín,5497.0,Center Forward,80,Juventus,224,"['9b8064ce-314a-42c5-bb13-347d38cc7af7', 'c126f40a-6938-4658-a38f-59468321d4b8']",44,,,,,,,,,,,,,,,,Juventus,224,00:34:44.698,Pass,
440,,,,,,,,,,,,,1.883055,,,,,,,,,,,,,c126f40a-6938-4658-a38f-59468321d4b8,1503,,"[36.0, 59.0]",18244,34,,,-2.4980915,,,Right Foot,,,True,"[24.0, 50.0]",,High Pass,15.0,,Sergio Ramos García,5201.0,,,Recovery,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,81,Real Madrid,220,"['0d82aee2-d31a-4feb-a39c-13cfb96c4059', 'f2868fae-2ce0-4bbb-bede-996f5e59739c']",45,,,,,,,,,,,,,,,,Real Madrid,220,00:34:45.865,Pass,
441,,,,,,,,,,,,,2.1026,,,,,,,,,,,,,ac8c5d3d-ac65-4429-80cc-487a0df2c6c3,1505,,"[24.0, 50.0]",18244,34,,,0.15660188,,,Head,,,,"[43.0, 53.0]",,High Pass,19.235384,Unknown,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,81,Real Madrid,220,,47,,,,,,,,,,,,,,,,Real Madrid,220,00:34:47.893,Pass,
442,,,,,,,,,,,,,1.289719,,,,,,,,,,,,,c9acac38-0e57-43c1-b081-bac62a55faa3,1508,,"[81.0, 27.0]",18244,35,,,0.43662715,,,Right Foot,,,,"[111.0, 41.0]",,High Pass,33.105892,Incomplete,Giorgio Chiellini,6954.0,,,Free Kick,1,From Free Kick,Miralem Pjanić,6947.0,Right Defensive Midfield,82,Juventus,224,"['880b9f87-f60d-4106-b26c-81a794f959bc', 'ca013d17-14ff-47fa-bd73-64ec800c49a6']",44,,,,,,,,,,,,,,,,Juventus,224,00:35:44.170,Pass,
443,,,,,,,,,,,,,1.559457,,,,,,,,,,,,,19460d48-a1d5-4da1-9843-230453cbab64,1514,,"[30.0, 23.0]",18244,35,,,-2.5213432,,,Right Foot,,,,"[23.0, 18.0]",,Ground Pass,8.602325,,Carlos Henrique Casimiro,5539.0,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,83,Real Madrid,220,['02e0e2eb-f535-4572-be2a-de3d0073a39e'],51,,,,,,,,,,,,,,,,Real Madrid,220,00:35:51.240,Pass,
444,,,,,,,,,,,,,1.302874,,,,,,,,,,,,,2aec8b1c-3a00-42fe-b76a-1aee03434b24,1517,,"[23.0, 18.0]",18244,35,,,-0.82537687,,,Right Foot,,,,"[35.0, 5.0]",,Ground Pass,17.691807,,Marcelo Vieira da Silva Júnior,5552.0,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,83,Real Madrid,220,['340e1e0c-8120-465c-b98e-a324847902fe'],52,,,,,,,,,,,,,,,,Real Madrid,220,00:35:52.840,Pass,
445,,,,,,,,,,,,,1.033523,,,,,,,,,,,,,9ae88f4f-7638-4798-bfcd-30f63b2bdc2f,1521,,"[78.0, 80.0]",18244,36,,,-0.21866895,,,,,,,"[87.0, 78.0]",,Low Pass,9.219544,,Daniel Alves da Silva,4324.0,,,Throw-in,1,From Throw In,Andrea Barzagli,6943.0,Right Back,84,Juventus,224,['f047329b-1d31-499c-adb7-8a59bd494768'],3,,,,,,,,,,,,,,,,Juventus,224,00:36:03.490,Pass,
446,,,,,,,,,,,,,0.5459,,,,,,,,,,,,,cbb31b50-8113-40cd-acc1-6f118d7618ea,1524,,"[87.0, 78.0]",18244,36,,,-1.8925469,,,Right Foot,,,,"[86.0, 75.0]",,Ground Pass,3.1622777,,Paulo Bruno Exequiel Dybala,5743.0,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Wing,84,Juventus,224,['463fe16d-09d4-4693-a796-94d1c20f3870'],4,,,,,,,,,,,,,,,,Juventus,224,00:36:04.563,Pass,
447,,,,,,,,,,,,,0.652858,,,,,,,,,,,,,17d70a64-a069-451d-b34b-48be2013e9dd,1527,,"[85.0, 75.0]",18244,36,,,2.782822,,,Left Foot,,,,"[77.0, 78.0]",,Ground Pass,8.5440035,,Andrea Barzagli,6943.0,,,,1,From Throw In,Paulo Bruno Exequiel Dybala,5743.0,Center Attacking Midfield,84,Juventus,224,['004797e9-cf9c-4b39-a54a-716841a877e9'],5,,,,,,,,,,,,,,,,Juventus,224,00:36:05.149,Pass,
448,,,,,,,,,,,,,0.2641,,,,,,,,,,,,,abcb58a4-40b1-4ee5-ae9e-23b2ed263bb5,1530,,"[77.0, 78.0]",18244,36,,,0.0,,,Right Foot,,,,"[80.0, 78.0]",,Ground Pass,3.0,Incomplete,Daniel Alves da Silva,4324.0,,,,1,From Throw In,Andrea Barzagli,6943.0,Right Back,84,Juventus,224,"['3d1e27a8-0779-40de-864c-0685addb5f02', '519ff047-4a8a-458d-8bb7-9788966de236']",6,,,,,,,,,,,,,,,,Juventus,224,00:36:06.360,Pass,
449,,,,,,,,,,,,,2.028231,,,,,,,,,,,,,d2fe2548-61b0-41f4-a502-f54e31ecf57d,1535,,"[52.0, 74.0]",18244,36,,,-1.7561443,,,Right Foot,,,,"[46.0, 42.0]",,Ground Pass,32.55764,,Giorgio Chiellini,6954.0,,,,1,From Throw In,Leonardo Bonucci,7173.0,Right Center Back,84,Juventus,224,['ce94afb7-358f-417c-8d1a-18b946616eb4'],9,,,,,,,,,,,,,,,,Juventus,224,00:36:09.846,Pass,
450,,,,,,,,,,,,,3.66992,,,,,,,,,,,,,ac793a2a-f84c-4dd4-bf48-b4b0842d620e,1538,,"[47.0, 38.0]",18244,36,,,-0.6316906,,,Left Foot,,,,"[88.0, 8.0]",,Ground Pass,50.803543,,Alex Sandro Lobo Silva,6945.0,,,,1,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,84,Juventus,224,['e702795e-6f47-4fcb-9f78-be4f78253a32'],12,,,,,,,,,,,,,,,,Juventus,224,00:36:12.789,Pass,
451,,,,,,,,,,,,,1.763327,,,,,,,,,,,,,a12abcf2-d79f-46aa-bd97-58e0f930b561,1547,,"[120.0, 1.0]",18244,36,,,1.8212395,,,Left Foot,,,,"[109.0, 44.0]",,High Pass,44.38468,Unknown,,,,True,Corner,1,From Corner,Paulo Bruno Exequiel Dybala,5743.0,Center Attacking Midfield,85,Juventus,224,,55,,,,,,,,,,,,,,,,Juventus,224,00:36:55.902,Pass,
452,,,,,,,,,,,,,3.829462,,,,,,,,,,,,,dc3378e5-920d-4f7a-8bfd-8bd8590bef07,1550,,"[14.0, 36.0]",18244,37,True,,0.85843873,,,Right Foot,,,,"[33.0, 58.0]",,Ground Pass,29.068884,,Raphaël Varane,5485.0,,,Free Kick,1,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,86,Real Madrid,220,['e584086e-a321-4c92-8142-23e99fa3293e'],23,,,,,,,,,,,,,,,,Real Madrid,220,00:37:23.200,Pass,
453,,,,,,,,,,,,,1.4862,,,,,,,,,,,,,cdbcc576-5f71-4e48-b41d-af81a5df0661,1552,,"[43.0, 56.0]",18244,37,,,-0.65107673,,,Right Foot,,,,"[64.0, 40.0]",,Low Pass,26.400757,Incomplete,,,,,,1,From Free Kick,Raphaël Varane,5485.0,Right Center Back,86,Real Madrid,220,['3f25b065-b084-46da-b782-dc54e1f13461'],31,,,,,,,,,,,,,,,,Real Madrid,220,00:37:31.910,Pass,
454,,,,,,,,,,,,,1.145926,,,,,,,,,,,,,3f25b065-b084-46da-b782-dc54e1f13461,1553,,"[57.0, 41.0]",18244,37,,,-0.7419473,,,Head,,,,"[69.0, 30.0]",,Low Pass,16.27882,,Paulo Bruno Exequiel Dybala,5743.0,,,Recovery,1,Regular Play,Miralem Pjanić,6947.0,Right Defensive Midfield,87,Juventus,224,"['40dae88c-4683-490a-80d3-2272f6d568fe', 'cdbcc576-5f71-4e48-b41d-af81a5df0661']",33,,,,,,,,,,,,,,,,Juventus,224,00:37:33.396,Pass,
455,,,,,,,,,,,,,1.352869,,,,,,,,,,,,,5981ab81-52d2-468c-9ef7-5fa2d2c99125,1556,,"[65.0, 27.0]",18244,37,,,-2.782822,,,Left Foot,,,,"[49.0, 21.0]",,Ground Pass,17.088007,,Giorgio Chiellini,6954.0,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Center Attacking Midfield,87,Juventus,224,['71172db6-7625-4ecb-9baa-6a723472d57b'],36,,,,,,,,,,,,,,,,Juventus,224,00:37:36.497,Pass,
456,,,,,,,,,,,,,1.565654,,,,,,,,,,,,,6a366c82-ea95-4d82-98bd-4e4eb5396db5,1559,,"[49.0, 21.0]",18244,37,,,-1.3258177,,,Left Foot,,,,"[54.0, 1.0]",,Low Pass,20.615528,Injury Clearance,,,,,,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,87,Juventus,224,,37,,,,,,,,,,,,,,,,Juventus,224,00:37:37.930,Pass,
457,,,,,,,,,,,,,1.942311,,,,,,,,,,,,,ffb5505e-2905-4661-a077-1360e32988a5,1561,,"[69.0, 80.0]",18244,39,,,-0.5880026,,,,,,,"[111.0, 52.0]",,High Pass,50.47772,Injury Clearance,,,,,Throw-in,1,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,88,Real Madrid,220,,1,,,,,,,,,,,,,,,,Real Madrid,220,00:39:01.396,Pass,
458,,,,,,,,,,,,,3.068283,,,,,,,,,,,,,a9b15a24-db83-4538-8119-56e2af6831a1,1564,,"[16.0, 45.0]",18244,39,,,0.72486615,,,Right Foot,,,,"[51.0, 76.0]",,Ground Pass,46.75468,,Andrea Barzagli,6943.0,,,,1,Regular Play,Gianluigi Buffon,6949.0,Goalkeeper,89,Juventus,224,['5c71595d-b813-45a7-b5c9-324b9957b43f'],11,,,,,,,,,,,,,,,,Juventus,224,00:39:11.755,Pass,
459,,,,,,,,,,,,,0.809241,,,,,,,,,,,,,78f4dda1-002a-45ee-8f60-87853cde201c,1569,,"[57.0, 75.0]",18244,39,,,-0.71883,,,Right Foot,,,,"[65.0, 68.0]",,Ground Pass,10.630146,,Miralem Pjanić,6947.0,,,Free Kick,1,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,90,Juventus,224,['4a9d3aeb-21f1-4565-b6ce-90ac4ac67ad8'],34,,,,,,,,,,,,,,,,Juventus,224,00:39:34.075,Pass,
460,,,,,,,,,,,,,0.6797,,,,,,,,,,,,,4d7dad4c-f395-4d76-b3aa-e8eb0d7df018,1572,,"[72.0, 65.0]",18244,39,,,-0.6202495,,,Right Foot,,,,"[86.0, 55.0]",,Low Pass,17.20465,Incomplete,Gonzalo Gerardo Higuaín,5497.0,,,,1,From Free Kick,Miralem Pjanić,6947.0,Right Defensive Midfield,90,Juventus,224,"['b42307d8-d9d6-4c5e-8fe7-49d921dd3f31', 'cfab541f-2329-4803-ac1f-8a5aac7e2fb0']",37,,,,,,,,,,,,,,,,Juventus,224,00:39:37.693,Pass,
461,,,,,,,,,,,,,0.791269,,,,,,,,,,,,,77634acd-b768-4341-bb01-24fb093efff7,1578,,"[88.0, 41.0]",18244,39,,,-0.7853982,,,Right Foot,,,,"[96.0, 33.0]",,Low Pass,11.313708,,Mario Mandžukić,5472.0,,,,1,From Free Kick,Sami Khedira,5566.0,Left Defensive Midfield,90,Juventus,224,['9bca1711-18a4-427e-b11d-929b56fa6051'],42,,,,,,,,,,,,,,,,Juventus,224,00:39:42.556,Pass,
462,,,,,,,,,,,,,0.8252,,,,,,,,,,,,,0a4efb39-0b8e-4d34-84dc-0eb5455a3de6,1581,,"[96.0, 33.0]",18244,39,,,1.0636978,,,Right Foot,,,,"[101.0, 42.0]",,Low Pass,10.29563,Incomplete,Gonzalo Gerardo Higuaín,5497.0,,,,1,From Free Kick,Mario Mandžukić,5472.0,Left Wing,90,Juventus,224,"['16d94843-24d4-4d1a-9a79-2b1a5adbb74b', '1edaf1bc-7827-44e0-a248-70abfb129d18']",43,,,,,,,,,,,,,,,,Juventus,224,00:39:43.427,Pass,
463,,,,,,,,,,,,,1.844847,,,,,,,,,,,,,89e78ea0-369f-4132-ab5d-ce55fcad63b7,1584,,"[104.0, 1.0]",18244,39,,,1.0303768,,,,,,,"[119.0, 26.0]",,High Pass,29.15476,,Mario Mandžukić,5472.0,,,Throw-in,1,From Throw In,Alex Sandro Lobo Silva,6945.0,Left Back,91,Juventus,224,['f42ebc8f-b5c7-4c38-953c-f516579b8cd6'],55,,,,,,,,,,,,,,,,Juventus,224,00:39:55.202,Pass,
464,,,,,,,,,,,,,0.9017,,,,,,,,,,,,,af6a9966-3ebf-4b38-b594-77d61d9226fa,1586,,"[119.0, 26.0]",18244,39,,,1.9379702,,,Head,True,,,"[114.0, 39.0]",,High Pass,13.928389,Incomplete,,,,,,1,From Throw In,Mario Mandžukić,5472.0,Left Wing,91,Juventus,224,['c59f8946-1a65-4977-8d8f-9a334fc633a8'],57,,,,,,,,,,,,,,,,Juventus,224,00:39:57.126,Pass,
465,,,,,,,,,,,,,3.95733,,,,,,,,,,,,,21a953a9-5e07-4f45-806e-e99bb4f34db3,1592,,"[10.0, 23.0]",18244,40,,,0.8288491,,,Left Foot,,,,"[32.0, 47.0]",,High Pass,32.55764,Incomplete,Karim Benzema,19677.0,,,Recovery,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,91,Juventus,224,"['3acbfbe4-bea8-4fbf-b101-0689bc4b7bb6', '94be2dd7-511f-4b72-a377-df5e3f9b4170']",1,,,,,,,,,,,,,,,,Real Madrid,220,00:40:01.980,Pass,
